,,Table B,,,,,,,,,,
281da089-f517-496f-a99a-fe1ff18f9287,Better Beagling,H & H Publishing,Print Magazine,Farming Magazines,10 ratings,10 ,16,17,3,,,
3ea3ee94-6894-4883-8198-babf949209f2,Total Guitar,Future Publishing Ltd,Print Magazine,Music Magazines,27 ratings,27 ,21,15,3,,,
e817be5e-280f-4194-8a66-0a30edef053f,chickaDEE,Owlkids,Print Magazine,Teaching Aids Magazines,26 ratings,26 ,7,23,3,,,
22e4774c-1c98-4463-bfcd-e7cd987dba14,Aviation Week & Space Technology,Penton Aviation Week,Print Magazine,NA,0 ratings,0 ,20,2,2,,,
ea6b4684-cc07-452f-889b-819281bd19fb,5280 Home,5280 Publications,Print Magazine,Midwestern United States Travel,9 ratings,9 ,17,31,2,,,
766aec7d-b03f-4991-974a-42db74dd01ce,Lakeland Boating,"O'Meara Brown Publications, Inc.",Print Magazine,Baseball Magazines,10 ratings,10 ,32,18,3,,,
a927e7c0-2086-44b2-8cae-c6e3d736e779,Marie Claire Maison - France,Societe Marie Claire,Print Magazine,NA,5 ratings,5 ,20,2,2,,,
913b8d46-a893-4378-baa7-f18268e60849,Ad - Architectural Digest - French ed,Editions Conde Nast,Print Magazine,NA,5 ratings,5 ,19,2,2,,,
2d4ad497-223f-4162-b58c-3a8ff7c770cf,Science News,Society for Science & the Public,Kindle Edition,"Science, History & Nature eMagazines",579 ratings,579 ,32,36,4,,,
98596187-a97b-41bf-9c53-957c4a2d0d26,Air Forces Monthly,Key Publishing Ltd /Units 1-4,Print Magazine,Flying Magazines,12 ratings,12 ,29,16,3,,,
d4778ab7-dc09-4c89-bd1b-a1982b8ab659,Chopchop Magazine - Spanish Version,Chopchop Magazine,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,17,33,2,,,
d3faa982-0e6b-4d70-9068-7c1ce8edc335,Logic Lovers Logic Problems,Penny Press,Print Magazine,Movie Magazines,14 ratings,14 ,11,15,3,,,
1d58b97e-2c97-4ec1-91f1-b915cf5398d9,Historical and Genealogical Quarterly,Baldwin County Historical Soc,Print Magazine,NA,0 ratings,0 ,29,2,2,,,
93be3939-c014-49aa-a8c6-17b72f4fc5b1,Runner's World,Hearst Magazines,Print Magazine,Running Magazines,"1,377 ratings","1,377 ",16,17,6,,,
47cfdf68-8af6-4189-a3c6-957d7d3b139d,Free Inquiry,Council for Secular Humanism,Print Magazine,Occult Magazines,10 ratings,10 ,28,16,3,,,
bb9d68ea-e1cc-4789-a163-e7e6300f1068,Unique Homes,Dupont Publishing,Print Magazine,Farming Magazines,17 ratings,17 ,17,17,3,,,
dba39af8-711b-45bf-81ee-a6f18e270a22,Psychotherapy Networker,Psychotherapy Networker,Print Magazine,Alternative Medicine Magazines,25 ratings,25 ,23,30,3,,,
5872df8a-3bc3-43e0-9320-b410db16f16f,Modern Trader,Alpha Pages Llc,Print Magazine,Career Magazines,8 ratings,8 ,15,16,2,,,
76fc406a-4865-4d97-ab52-336d1a79e3fa,Brainspace,Brainspace Publishing Inc,Print Magazine,Mathematics Magazines,5 ratings,5 ,25,21,2,,,
91865121-7806-427a-83bf-c26fbf17e5d6,Maxim,Maxim Inc.,Kindle Edition,Men's Interests eMagazines,492 ratings,492 ,10,26,4,,,
fa476792-cbbd-489f-9382-4b0ec65daa50,Practical Photography,Bauer Consumer Media Ltd,Print Magazine,Photography Magazines,11 ratings,11 ,24,21,3,,,
a826d276-a2d0-4fa2-8760-650ee02ce1ac,The Nation,"The Nation Company, LLC",Kindle Edition,News & Political Commentary eMagazines,339 ratings,339 ,23,38,4,,,
36cd1f2b-6329-4195-9603-0325e6f5230d,Sea Classics,Challenge Pub Inc,Print Magazine,History Magazines,20 ratings,20 ,17,17,3,,,
d052896e-f60c-4685-baf2-e296c948830a,Northern Virginia Magazine,Northern Virginia Magazine,Print Magazine,Southern United States Travel,11 ratings,11 ,26,29,3,,,
a27e67e7-28ab-4879-b28f-767d315e89b7,Black & White,Ross Periodicals Inc,Print Magazine,Photography Magazines,25 ratings,25 ,20,21,3,,,
98ca6d66-6e62-4e12-9530-d542328b5145,Harper's Bazaar,Hearst Magazines,Print Magazine,Men's Fashion Magazines,19 ratings,19 ,16,23,3,,,
98ebf355-362e-42e5-a0db-31978e8605f4,Robb Report [Print + Kindle],Curtco Robb Media Llc,Print Magazine,"Health, Fitness & Wellness Magazines",77 ratings,77 ,21,36,3,,,
757709ab-1483-4f3d-9a3b-db38bc4dcc8c,Whisky,Paragraph Publishing,Print Magazine,Wine & Spirits (Magazine Subscriptions),9 ratings,9 ,20,39,2,,,
a0692611-eb10-444a-861e-68992fed4ab0,Scottish Field,Oban Times Ltd,Print Magazine,Africa Travel Magazines,2 ratings,2 ,14,23,2,,,
ad89a9c5-06fb-41b5-ad2e-00462da4b7ae,Scottish Field,Oban Times Ltd,Print Magazine,NA,0 ratings,0 ,14,2,2,,,
f1496a39-5771-4cb8-86d5-50e145c557b8,National Geographic Magazine,National Geographic Partners,Kindle Edition,"Literary, Sci-Fi & Mystery eMagazines","6,493 ratings","6,493 ",28,37,6,,,
26cf1ced-cf08-42c0-96e7-b8bde7525219,Life & Style Weekly - 1 Year Auto Renew,A360 Media Llc,Print Magazine,NA,188 ratings,188 ,14,2,4,,,
1ce2f280-a279-4daa-a9c6-c9700ae2424e,Iphone Life,Mango Life Media Llc,Print Magazine,Electronics Magazines,76 ratings,76 ,20,21,3,,,
0b776758-aeb5-4282-8bd9-58e84f771018,Classic Sewing,Hoffman Media Inc,Print Magazine,NA,1 rating,1,17,2,1,,,
acf8e8a6-000b-4fbb-be54-4df40d8dd929,220 Triathlon,Immediate Media Co/Vineyard Hs,Print Magazine,NA,23 ratings,23 ,30,2,3,,,
69dd0e11-1da5-42d9-b709-16a45232fbe9,El Mueble,RBA Revistas S.L.,Kindle Edition,Spanish Language eMagazines,16 ratings,16 ,17,27,3,,,
e8d4d35f-a712-4da7-9930-7f17167642a0,California Fly Fisher,California Fly Fisher,Print Magazine,Western United States Travel,10 ratings,10 ,21,28,3,,,
947747b8-2c23-402a-90cd-b47dd010c17f,Rubberstampmadness - Rubber Stamp Madness,Rubberstampmadness Inc,Print Magazine,Architecture Magazines,7 ratings,7 ,22,22,2,,,
70dd95aa-1af2-4e83-8b85-f960c20ebded,Campagne Decoration,Publications Grand Public,Print Magazine,Farming Magazines,8 ratings,8 ,25,17,2,,,
a0d983bc-e396-488a-9296-d3d587ea78b9,Burda Style - English ed,Verlag Aenne Burda,Print Magazine,International Business Magazines,52 ratings,52 ,18,32,3,,,
41a163ed-d7db-4bfd-aa38-d4a433e68d99,Palm Springs Life,"Desert Publications, Inc.",Print Magazine,Western United States Travel,24 ratings,24 ,25,28,3,,,
73605cc5-a8f0-4bef-928c-cf5d871806a0,Highlander,Scottish Life,Print Magazine,Career Magazines,14 ratings,14 ,13,16,3,,,
bbc91df5-ab16-4be7-8185-107772ea8d7d,Code - Component Developer Magazine,Eps Software Corp,Print Magazine,Science & Nature Technology Magazines,8 ratings,8 ,17,37,2,,,
c035f9bd-9e78-432d-b80f-3c180ef45f8b,Beckett Sports Card Monthly,Beckett Collectibles Llc,Print Magazine,Antiques & Collectibles Magazines,13 ratings,13 ,24,33,3,,,
1ae642ff-813b-4f11-81da-b0931c864a9d,L Express International,Groupe Altice Media,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,19,33,2,,,
eb8387b4-7686-4b28-aded-5dfd65f537ba,The Snowboarders Journal,Funny Feelings Inc,Print Magazine,Skiing & Snowboarding Magazines,0 ratings,0 ,18,31,2,,,
4b4a2c15-51b4-47ec-ba80-c8f39da62e79,Charlie Hebdo,Editions Rotative,Print Magazine,Ideas & Commentary Magazines,70 ratings,70 ,17,28,3,,,
9ef73ea3-3454-446b-a50e-f0f995456310,Fabuplus Magazine,Fabuplus Magazine Inc,Print Magazine,Alternative Medicine Magazines,0 ratings,0 ,21,30,2,,,
feced664-1f6b-4d5a-b04b-4fead9ccfdce,Wired,Cond‹¨« Nast,Kindle Edition,Computers & Internet eMagazines,"2,482 ratings","2,482 ",12,31,6,,,
1031e2a3-4864-4416-8a17-ee017473a482,425 Magazine,Premier Media Group,Print Magazine,Recipes & Techniques Magazines,4 ratings,4 ,19,30,2,,,
f34977b7-5a55-47da-ac96-25c1bd165f8b,Vanity Fair,Cond‹¨« Nast,Kindle Edition,Pop Culture eMagazines,"1,914 ratings","1,914 ",12,22,6,,,
c2bf0a83-bbf5-445d-8fd4-4e1cd490a6ee,Dell Official Variety Puzzles,Penny Press,Print Magazine,Movie Magazines,28 ratings,28 ,11,15,3,,,
0e2fb269-b512-4115-afc8-2bdd0635b1d0,Idaho Magazine,Idaho Magazine,Print Magazine,Western United States Travel,12 ratings,12 ,14,28,3,,,
20d12afa-7bdb-4dfa-9a24-bcb4c5710e2d,Parabola,Soc for Study Myth & Tradition,Print Magazine,Buddhism Magazines,27 ratings,27 ,30,18,3,,,
6afcd6c9-d837-46fb-9991-2217493a8fb3,Seattle,Tiger Oak Media,Print Magazine,Western United States Travel,35 ratings,35 ,15,28,3,,,
2ca2a661-2331-4664-a950-7cf9d1b0240a,Minnesota Monthly,Hour Media Llc,Print Magazine,Midwestern United States Travel,10 ratings,10 ,14,31,3,,,
b0f4e752-3539-46da-91cb-ffc640265950,TIME Magazine,TIME USA LLC,Kindle Edition,Business & Investing eMagazines,"2,843 ratings","2,843 ",12,31,6,,,
06158d66-b6d8-43fc-ba66-14705f116afc,TIME Magazine,TIME USA LLC,Kindle Edition,NA,0 ratings,0 ,12,2,2,,,
661d8c06-0118-466d-8c8e-b3ef16f43049,Recording Magazine,MusicMaker Magazine,Print Magazine,Music Magazines,22 ratings,22 ,19,15,3,,,
7bfd2552-3593-45d0-a7da-211abc9d6ab4,Yachts International,Active Interest Media,Print Magazine,Baseball Magazines,17 ratings,17 ,21,18,3,,,
77d31240-06f2-4927-acc1-e24e9d9ccb1d,Martha Stewart Living Magazine,Martha Stewart Living Omnimedia Inc.,Kindle Edition,Women's Lifestyle eMagazines,"7,543 ratings","7,543 ",36,28,6,,,
25062ebe-bdc5-4241-b3b4-2d77f3cfae91,Martha Stewart Living Magazine,Martha Stewart Living Omnimedia Inc.,Kindle Edition,NA,0 ratings,0 ,36,2,2,,,
20b22579-b80a-47d0-80c8-6f09663e4506,Internet Genealogy,Moorshead Magazines Ltd,Print Magazine,Science & Nature Essays & Commentary Magazines,13 ratings,13 ,23,46,3,,,
9042bcf3-8a89-4244-83ed-e8ad5b689144,New Orleans Magazine,Renaissance Publishing,Print Magazine,Southern United States Travel,7 ratings,7 ,22,29,2,,,
69d9e9f2-fa64-4b58-934f-76e8d4a708e2,Midwest Home,Hour Media Llc,Print Magazine,Farming Magazines,4 ratings,4 ,14,17,2,,,
cba96d67-6326-4e7b-bd95-d5acc95f5cf0,Beckett Football,Beckett Collectibles Llc,Print Magazine,Football Magazines,23 ratings,23 ,24,18,3,,,
528d94e3-c834-4503-8eea-5f80729cd58d,American Archaeology,Archaeological Conservancy,Print Magazine,Chemistry Magazines,28 ratings,28 ,26,19,3,,,
9d380803-7cb4-4f7f-8002-a536ec7ce545,Lenswork,Lenswork Publishing,Print Magazine,NA,5 ratings,5 ,19,2,2,,,
a7019271-f428-4316-9f99-8421a86ef295,Boys Quest,Bluffton News Publishing Co,Print Magazine,Boys' Magazines,7 ratings,7 ,27,15,2,,,
05055cef-fd3b-4efd-835f-81a8d2e119b5,T3 : Tomorrows Technology Today,Future Publishing Ltd,Print Magazine,Science & Nature Technology Magazines,98 ratings,98 ,21,37,3,,,
50485c8a-f0e7-43de-a281-361bb8feac90,Down Beat,Maher Publ,Print Magazine,Lifestyle & Communities Magazines,20 ratings,20 ,10,33,3,,,
95a493a0-8d07-42bd-8f67-64f0bf8a6de9,Backcountry,Height of Land Publications,Print Magazine,Skiing & Snowboarding Magazines,11 ratings,11 ,27,31,3,,,
54fc2f72-73ae-414d-9fb6-0746c9d2927f,House Beautiful,Hearst Magazines,Print Magazine,Home Decorating Magazines,4 ratings,4 ,16,25,2,,,
ba7c279e-8c11-4253-80d5-2159d89e2a5b,Railpace Magazine,White River Productions,Print Magazine,Lifestyle & Communities Magazines,9 ratings,9 ,23,33,2,,,
457ab4c2-cd92-4ec6-ab70-594502230251,British Archaeology,Council British Arch/ Yac,Print Magazine,History Trade Journals,3 ratings,3 ,25,22,2,,,
3253987a-271c-46cd-a10c-7c9124f22407,Eastern Fly Fishing,Northwest Fly Fishing,Print Magazine,Hunting & Firearms Magazines,6 ratings,6 ,21,28,2,,,
ffb02794-f545-4783-bb81-4fd398c1ea37,Do It Yourself,Meredith Corporation,Kindle Edition,Interior Design eMagazines,"7,143 ratings","7,143 ",20,26,6,,,
e28a4793-4a20-4f38-be00-cb69d4574902,Design Nj,Keck Media,Print Magazine,Farming Magazines,4 ratings,4 ,10,17,2,,,
6455859c-e63f-4aa1-864c-91d00c983191,Airliner World,Key Publishing Ltd /Units 1-4,Print Magazine,NA,18 ratings,18 ,29,2,3,,,
7a8875b8-94f5-4903-8cf3-9b5a85b5bb0c,Ohio Magazine,Great Lakes Publishing,Print Magazine,NA,0 ratings,0 ,22,2,2,,,
789d3c14-0394-4c48-b466-f7032acdfb06,Das Fenster,Das Fenster,Print Magazine,Lifestyle & Communities Magazines,9 ratings,9 ,11,33,2,,,
358df1d9-fadf-4ca7-8673-a33459f517f8,Backwoods Home Magazine,Self-Reliance Publications LLC,Kindle Edition,Gardening & Horticulture eMagazines,657 ratings,657 ,30,35,4,,,
28df54c6-b542-43a8-b37e-4cba1ff2cc63,Showboats International,Boat International Media Ltd,Print Magazine,Baseball Magazines,7 ratings,7 ,28,18,2,,,
c2a542ce-9fa0-413e-ab55-d88595fc238b,Good Housekeeping,Hearst Magazines,Kindle Edition,How-to & Home Improvements eMagazines,"12,425 ratings","12,425 ",16,37,7,,,
2b41b3d3-e83a-4ad8-b93c-e96c441f8fe7,Living With Christ - US Edition,Bayard Inc,Print Magazine,Occult Magazines,24 ratings,24 ,10,16,3,,,
846bf25e-a556-41c5-bd63-5da1c6a963c5,Guideposts,"Guideposts, LLC",Kindle Edition,Religion & Spirituality eMagazines,411 ratings,411 ,15,34,4,,,
3d95e64a-47ec-409a-bb3a-c08bf455e1a7,Octane,Dennis Publ Ltd/Cust Intreface,Print Magazine,Europe Travel Magazines,21 ratings,21 ,30,23,3,,,
6272e320-2c0b-4fb8-a46e-48154fcdc5df,Art & Antiques,"Art & Antiques Worldwide Media, LLC",Print Magazine,Antiques & Collectibles Magazines,24 ratings,24 ,35,33,3,,,
e139654a-fd74-4c49-ad49-5f093433c14e,Sound & Vision,Avtech Media Americas Inc,Print Magazine,Electronics Magazines,368 ratings,368 ,25,21,4,,,
7f6ad7cd-ec23-4db0-92ab-dac1b1a08c2f,Atv World,Outback Publishing,Print Magazine,Extreme Sports Magazines,7 ratings,7 ,18,24,2,,,
7040ee2e-e44d-4421-92ad-4d90c4e7c951,American Miniaturist,Ashdown Inc,Print Magazine,NA,13 ratings,13 ,11,2,3,,,
53472b45-b870-4fe7-ad5c-53764519b69a,Runner's World,Hearst Magazines,Kindle Edition,Sports & Leisure eMagazines,"1,377 ratings","1,377 ",16,27,6,,,
ba00c97d-dd2b-44d1-8bed-4cf429ca5363,Western Hunter,Western Optics Hunter,Print Magazine,Baseball Magazines,8 ratings,8 ,21,18,2,,,
bdc7ffb3-fd4b-4e5c-8e4c-8087f05e5a57,AudioFile Magazine,AudioFile Publications,Print Magazine,Mystery Magazines,15 ratings,15 ,22,17,3,,,
9e2dca59-6933-451c-9a60-6d1913c03113,Voici,Prisma Presse,Print Magazine,Europe Travel Magazines,1 rating,1,13,23,1,,,
b585dce0-9df4-4a08-8ef2-6e1133e8e978,Daily Word - Large Print ed,Unity School of Christianity,Print Magazine,Hinduism Magazines,13 ratings,13 ,28,18,3,,,
a1e76259-dc96-4433-9b5e-342058e92f13,Truck Roundup Magazine,Auto Roundup Publ Inc,Print Magazine,Motorcycle Magazines,11 ratings,11 ,21,20,3,,,
2b33769a-4b31-490c-99b1-fd048215be0f,Just Between Us - Wi,Just Between Us,Print Magazine,Hinduism Magazines,4 ratings,4 ,15,18,2,,,
cb7220ba-b3b6-4bcc-9404-87d542c348d3,Jerusalem Post Ivrit,Jerusalem Post Ltd,Print Magazine,Occult Magazines,2 ratings,2 ,18,16,2,,,
87a87703-89b2-460b-9c38-617008190472,Wedding Cakes,Squires Kitchen Magazine Publ,Print Magazine,Bridal & Wedding Magazines,1 rating,1,29,26,1,,,
bad28aba-ae93-44e3-ab42-5f8e15a78225,Tabletalk,Ligonier Ministries,Print Magazine,Lifestyle & Communities Magazines,14 ratings,14 ,19,33,3,,,
e8688e0e-3636-4268-87fa-03f941ce982f,All About History,Future Publishing Ltd,Print Magazine,History Magazines,96 ratings,96 ,21,17,3,,,
a0dab339-6158-430a-9e4a-e7f8468e9b7b,Engineering News-Record ENR,"BNP Media II, LLC",Print Magazine,Ideas & Commentary Magazines,1 rating,1,17,28,1,,,
7bb9ced3-47f0-4c9e-8672-f1384d6ae487,L Oeil,Artclair Editions,Print Magazine,Europe Travel Magazines,0 ratings,0 ,17,23,2,,,
8f1f0080-3d44-47cd-8c7d-66cdb2b216bc,Focus on the Family Clubhouse Jr,Focus on the Family,Print Magazine,NA,1 rating,1,19,2,1,,,
b4842096-3a6f-4e42-a381-4345037dce1f,strategy+business,Strategy & Business,Print Magazine,Banking Magazines,40 ratings,40 ,19,17,3,,,
7a2cd7e8-bbb3-491a-aeaa-ce7688da8fbe,Best Sweepstakes Newsletter,Best Publications,Print Magazine,Humor Magazines,33 ratings,33 ,17,15,3,,,
7d93e536-60b0-4434-ad95-9c5472b4b0cd,Airstream Life,Church Street Publishing Inc,Print Magazine,Midwestern United States Travel,24 ratings,24 ,28,31,3,,,
c75b27f9-4577-4820-ad88-4bae2aff9fed,DogWatch,"Belvoir Publications, Inc.",Print Magazine,Pets & Animals Magazines,36 ratings,36 ,26,24,3,,,
ff022545-8915-4a3d-a41e-42b200454ff4,Vibrant Life,Pacific Press Publishing Assn,Print Magazine,Lifestyle & Communities Magazines,3 ratings,3 ,29,33,2,,,
a91fba1c-60fb-4345-99ef-75e14a973d7a,National Review,National Review Inc.,Kindle Edition,News & Political Commentary eMagazines,477 ratings,477 ,20,38,4,,,
785fbf31-1d40-4ee0-a5e9-c1eaaf6f3175,New Republic,New Republic,Print Magazine,Lifestyle & Communities Magazines,68 ratings,68 ,12,33,3,,,
b3631c6e-f944-44a2-ae42-3d9106a8f500,American Craft,Amer Craft Council,Print Magazine,Lifestyle & Communities Magazines,61 ratings,61 ,18,33,3,,,
d5a8c9bb-a630-425e-921e-9adf0564b30c,Concealment,Cmg West Llc,Print Magazine,NA,32 ratings,32 ,12,2,3,,,
7e25048a-e78a-460d-8b0a-f835d899d17d,My Big World With Clifford - Teachers ed,Scholastic Inc,Print Magazine,NA,2 ratings,2 ,14,2,2,,,
5c46f126-3933-45ea-b8e5-232b41c7a17e,Scroll Saw Woodworking & Crafts,Fox Chapel Publishing Co Inc,Print Magazine,Woodworking Magazines,27 ratings,27 ,28,21,3,,,
a3a51cbb-c63c-488e-9814-55f3767e80ba,Blood-Horse,Thoroughbred Owner Breeder Asn,Print Magazine,Equestrian Magazines,12 ratings,12 ,30,20,3,,,
64a2ac9b-0d97-431d-b5df-e640e0f80ce6,Pointing Dog Journal,Village Press,Print Magazine,Pets & Animals Magazines,14 ratings,14 ,13,24,3,,,
ba8f8406-1e22-4225-99cf-95dadc552e82,Baseball America,Baseball America,Print Magazine,Baseball Magazines,35 ratings,35 ,16,18,3,,,
6a19847b-d7d7-4b70-ac6a-536b6a8803f2,Airways : a Global Review of Commercial Flight,Airways International Inc,Print Magazine,NA,13 ratings,13 ,25,2,3,,,
58c82da2-fd0f-4d35-9e0b-c10ca80ec062,Fantasy & Science Fiction,Spilogale Inc.,Kindle Edition,"Science, History & Nature eMagazines",408 ratings,408 ,14,36,4,,,
bef3a2f4-9878-42fd-8b43-d4df54d8488f,Smooth Girl,Star Media Inc,Print Magazine,"Health, Fitness & Wellness Magazines",23 ratings,23 ,14,36,3,,,
c2841f16-a275-4667-8e70-fd7f015d9a66,BBC History Magazine,Immediate Media Company London Ltd,Kindle Edition,Canadian eMagazines,602 ratings,602 ,34,19,4,,,
fdeb69cb-08de-44e7-8356-e0120b08a18b,Phoenix Magazine,Cities West Media Inc,Print Magazine,South America Travel Magazines,24 ratings,24 ,21,30,3,,,
59f747f1-5ef9-4040-8daf-11c62f091ead,Bloomberg Businessweek,Bloomberg Businessweek,Kindle Edition,Business Life eMagazines,483 ratings,483 ,22,24,4,,,
f721ee3a-1a7b-43a0-852e-8ef07ea081cc,You and Your Wedding,Immediate Media Co/Vineyard Hs,Print Magazine,Bridal & Wedding Magazines,5 ratings,5 ,30,26,2,,,
021abe48-c53a-4513-b17c-bb296446281e,Muscle & Fitness [Print + Kindle],"American Media, Inc.",Print Magazine,NA,220 ratings,220 ,20,2,4,,,
f7e88922-dbc4-478b-bc7a-589c7619481d,Daily Word - English ed,Unity School of Christianity,Print Magazine,Occult Magazines,42 ratings,42 ,28,16,3,,,
c25a36bc-9ece-4859-b33b-ba6ff5e4deee,Combat Aircraft,Key Publishing Ltd /Units 1-4,Print Magazine,NA,40 ratings,40 ,29,2,3,,,
30354d17-7f23-4fe3-9317-a8ccc3da4544,Star Wars Magazine,Titan Publishing,Print Magazine,Mystery Magazines,5 ratings,5 ,16,17,2,,,
ce3309be-74c4-4dad-8b12-001e0a31eb86,Local Palate,Local Palate,Print Magazine,Recipes & Techniques Magazines,6 ratings,6 ,12,30,2,,,
5da55bd7-faff-4583-89cc-b9c8eb15dce5,Forza,Ross Periodicals Inc,Print Magazine,Extreme Sports Magazines,18 ratings,18 ,20,24,3,,,
a52d5636-1a8e-4857-8398-6c64020bc80c,Primitive Quilts and Projects,Good Harbor Media Llc,Print Magazine,NA,84 ratings,84 ,21,2,3,,,
a334150c-5163-4245-adc3-fcf64d7b6b1e,Harp Column,Harp Column,Print Magazine,Graphic Design Magazines,2 ratings,2 ,11,24,2,,,
6e8d1995-e927-43c2-8639-9598afd290f4,Orlando Magazine,"Morris Visitor Publications, LLC",Print Magazine,Southern United States Travel,5 ratings,5 ,32,29,2,,,
b9ba22d5-4702-40bf-acf1-d8ac61089511,Chicago,Chicago,Print Magazine,Other Eastern Religions Magazines,24 ratings,24 ,7,33,3,,,
d627c1bf-da79-409d-a996-7ae2638e0948,N+1,N+1 Foundation Inc,Print Magazine,Chemistry Magazines,0 ratings,0 ,18,19,2,,,
8c411da3-f6ab-4971-a6ea-8768da626f58,Cavallino: The Journal of Ferrari History,"Cavallino, Inc.",Print Magazine,Extreme Sports Magazines,9 ratings,9 ,15,24,2,,,
28eb1e18-674c-492b-9c3c-c05c40e269b4,Mobile Beat : the DJ Magazine,Bc Productions Inc/Mobile Beat,Print Magazine,Computers & Internet Magazines,2 ratings,2 ,30,30,2,,,
ab782b53-7f7f-4b67-889d-463fbea148dd,Practical Homeschooling,Home Life,Print Magazine,Education Magazines,26 ratings,26 ,9,19,3,,,
e95fe5f3-13bc-41a4-8445-6e6a6e27b495,ENTERTAINMENT WEEKLY Magazine,Meredith Corporation,Kindle Edition,Pop Culture eMagazines,"1,824 ratings","1,824 ",20,22,6,,,
b30b9484-e595-4eb6-8a26-57de7e658614,Witches & Pagans,Bbi Media,Print Magazine,Islam Magazines,16 ratings,16 ,9,15,3,,,
a66f2513-ff63-4025-84fa-26bceaa77ce3,Birds and Blooms,"Trusted Media Brands, Inc.",Kindle Edition,"Science, History & Nature eMagazines","5,054 ratings","5,054 ",26,36,6,,,
783d85a0-35ff-4439-a921-6a7313695e1d,Guns & Ammo,Outdoor Sportsman Group,Kindle Edition,Outdoors & Nature eMagazines,"1,687 ratings","1,687 ",23,28,6,,,
41781db6-3e6d-4b6e-910c-7f4bf043ba3a,Apollo,The Spectator Ltd,Print Magazine,NA,0 ratings,0 ,17,2,2,,,
32d15baf-3284-425f-9ba7-c10a990afa99,Gamekeepers,Mossy Oak Biologic,Print Magazine,Hunting & Firearms Magazines,6 ratings,6 ,18,28,2,,,
a4d84425-6e32-466c-b2d4-69583f2c3bc7,Charlotte Magazine,"Morris Visitor Publications, LLC",Print Magazine,Southern United States Travel,12 ratings,12 ,32,29,3,,,
f3ad6062-25c8-42fc-bb92-4792c937c282,Crains Detroit Business,Crain Communications Inc,Print Magazine,Midwestern United States Travel,7 ratings,7 ,24,31,2,,,
d67de5fe-9c47-482d-8eee-9bb57d89e1e1,Creative Machine Embroidery,F&W (Magazines),Print Magazine,NA,52 ratings,52 ,15,2,3,,,
9c6139c0-cced-434d-94d7-2f675b83fad1,Linns Stamp News - Monthly Edition,Amos Hobby Publishing,Print Magazine,Farming Magazines,13 ratings,13 ,21,17,3,,,
5495aef5-74ec-4905-a93e-50b98f771570,Living Blues,Living Blues Magazine,Print Magazine,Graphic Design Magazines,10 ratings,10 ,21,24,3,,,
